#Procedure: <__main__.ds345_sr830_fsweep>
#Parameters:
#	Delay (s): 1
#	Drive Amplitude (Vpp): 1
#	DS345 addr: 2::16
#	stop frequency (Hz): 1200
#	start frequency (Hz): 500
#	Frequency Step (Hz): 1
#	SR830 addr.: 2::25
#Data:
UTC,timestamp,f,X_sr,sigma_xsr,Y_sr,sigma_ysr
1701892961.8665657,6.008196115493774,500.0,4.695392466686306e-05,5.7045902055978775e-08,0.0014819849698390643,7.293819521304576e-08
1701892969.9136803,14.055310726165771,501.0,4.681026945015974e-05,1.1265571263784678e-07,0.0014820147957579069,4.106293000540123e-08
1701892977.963697,22.105327367782593,502.0,4.694597845787858e-05,6.9675057594188e-08,0.001482049938993862,8.913398440466403e-08
1701892986.0119889,30.153619289398193,503.0,4.6954868525054276e-05,5.527883399144456e-08,0.0014818794464932863,1.353341251836585e-07
1701892994.0595574,38.2011878490448,504.0,4.693731276269763e-05,8.034889102327094e-08,0.001481771469116211,0.0
1701893002.1109662,46.252596616744995,505.0,4.68231059215603e-05,1.1630692321915205e-07,0.001481798652232118,7.577623690642645e-08
1701893010.1604214,54.30205178260803,506.0,4.6954490981777795e-05,5.599426289730736e-08,0.0014818664212502474,1.1671523088936361e-07
1701893018.209474,62.351104497909546,507.0,4.6793141191243746e-05,1.0517873955638121e-07,0.0014817937618201206,6.941203168664787e-08
1701893026.2560651,70.39769554138184,508.0,4.686048270593252e-05,1.1867897394797848e-07,0.0014818039378379888,8.177364256065394e-08
1701893034.3056233,78.44725370407104,509.0,4.696846008300781e-05,0.0,0.0014818596254712706,1.150937442900179e-07
1701893042.3523018,86.49393224716187,510.0,4.686417556980333e-05,1.18271322670439e-07,0.0014818797209750264,1.1870463102543268e-07
1701893050.3983285,94.53995895385742,511.0,4.678539542124124e-05,1.006645228190389e-07,0.001481771469116211,0.0
1701893058.4474294,102.58905982971191,512.0,4.684056041735666e-05,1.1889210267480365e-07,0.0014819709699240805,8.811428261799767e-08
1701893066.4956114,110.63724184036255,513.0,4.689068616805148e-05,1.1177640380428885e-07,0.0014820910594997572,1.1297789359873727e-07
1701893074.5438967,118.68552708625793,514.0,4.680951436360677e-05,1.1239159602905074e-07,0.001481771469116211,0.0
1701893082.592399,126.7340292930603,515.0,4.678029454831276e-05,9.724140563980536e-08,0.0014817716580374305,6.708698644715407e-09
1701893090.640447,134.78207731246948,516.0,4.689672686047528e-05,1.0934750923400655e-07,0.0014817299393557973,9.042535854628251e-08
1701893098.6874518,142.8290822505951,517.0,4.683669747951384e-05,1.1854648465579069e-07,0.001481771469116211,0.0
1701893106.743219,150.88484930992126,518.0,4.6663216343968046e-05,1.1201302450290091e-07,0.0014817852494458028,5.563801863083043e-08
1701893114.792392,158.93402242660522,519.0,4.6877283381736193e-05,1.158664261534504e-07,0.0014817999736335857,7.735308022115283e-08
1701893122.84199,166.98362040519714,520.0,4.6874263035524296e-05,1.165557483008474e-07,0.0014819406085040772,1.0824897226955764e-07
1701893130.898535,175.04016542434692,521.0,4.682793647428102e-05,1.1728833920413903e-07,0.0014817769391627252,3.569648874422917e-08
1701893138.9564776,183.0981080532074,522.0,4.693124260275186e-05,8.653437423221991e-08,0.001481771469116211,0.0
1701893147.0039647,191.14559507369995,523.0,4.696846008300781e-05,0.0,0.0014818576171923364,1.145330121931944e-07
1701893155.0509834,199.19261384010315,524.0,4.691749174068206e-05,9.774470746302565e-08,0.0014819479705979687,1.0453927217715247e-07
1701893163.1015506,207.24318099021912,525.0,4.690371141109028e-05,1.0604195321761299e-07,0.0014819105938135965,1.175339578418932e-07
1701893171.150594,215.29222440719604,526.0,4.6892196341157435e-05,1.1120492186910907e-07,0.0014817948767993532,7.094298361879455e-08
1701893179.2005463,223.3421766757965,527.0,4.6959965359286855e-05,4.419433932435013e-08,0.0014817731680609552,2.0054265846408486e-08
1701893187.2481215,231.38975191116333,528.0,4.6846324833064254e-05,1.1917337568006502e-07,0.001481771469116211,0.0
1701893195.2970655,239.43869590759277,529.0,4.696846008300781e-05,0.0,0.001481771469116211,0.0
1701893203.3464875,247.48811793327332,530.0,4.680296509466156e-05,1.0985667390840238e-07,0.001481771469116211,0.0
1701893211.3988335,255.54046392440796,531.0,4.6911496150342726e-05,1.0166794116817133e-07,0.001481915576548516,1.1658017499810868e-07
1701893219.4511967,263.5928270816803,532.0,4.680504322807687e-05,1.1070928542069371e-07,0.001481936586262118,1.1001510550814926e-07
1701893227.4994898,271.6411201953888,533.0,4.6892385112795675e-05,1.1113183706928412e-07,0.0014817973308306504,7.414232890879491e-08
1701893235.5503688,279.6919991970062,534.0,4.6860019302972715e-05,1.1872191843974176e-07,0.001481855539058921,1.13912602546053e-07
1701893243.5980082,287.7396385669708,535.0,4.6902956324537314e-05,1.0642636255452409e-07,0.001481778453666826,4.020525694483278e-08
1701893251.6470737,295.7887041568756,536.0,4.683613116459911e-05,1.1848514697561175e-07,0.0014817790199817408,4.175225814659032e-08
1701893259.694477,303.8361074924469,537.0,4.692655277931775e-05,9.074832063014163e-08,0.0014818579265265266,1.1462185272347323e-07
1701893267.7421198,311.8837502002716,538.0,4.690668284420733e-05,1.0446250170188965e-07,0.0014818168102089086,9.356465256100784e-08
1701893275.7950106,319.9366409778595,539.0,4.6900313521601904e-05,1.0771932282373928e-07,0.0014819694905647285,8.943991454722313e-08
1701893283.8437514,327.98538184165955,540.0,4.691522648102314e-05,9.928778054413912e-08,0.001481771469116211,0.0
1701893291.891382,336.0330123901367,541.0,4.670606750584932e-05,1.0441239000790731e-07,0.001481771469116211,0.0
1701893299.9479716,344.0896019935608,542.0,4.696846008300781e-05,0.0,0.001481771469116211,0.0
1701893307.9982188,352.1398491859436,543.0,4.696846008300781e-05,0.0,0.0014817752445489758,2.976372662708444e-08
1701893316.0453284,360.18695878982544,544.0,4.696846008300781e-05,0.0,0.0014818997466243013,1.1886388066911454e-07
1701893324.095554,368.23718452453613,545.0,4.696846008300781e-05,0.0,0.0014819233617767479,1.1464140602845532e-07
1701893332.1434567,376.28508710861206,546.0,4.693863416416534e-05,7.887628132730167e-08,0.001481880767894754,1.1879661816216227e-07
1701893340.192352,384.33398246765137,547.0,4.6897293175390006e-05,1.0909988200455645e-07,0.0014817608979044692,4.907772167833709e-08
1701893348.2433405,392.3849709033966,548.0,4.6975444633622825e-05,4.020525694483278e-08,0.001481771469116211,0.0
1701893356.2929924,400.4346227645874,549.0,4.695354712358657e-05,5.773326802382926e-08,0.0014818192283406865,9.542401645265087e-08
1701893364.3498456,408.49147605895996,550.0,4.696846008300781e-05,0.0,0.001481771469116211,0.0
1701893372.3961895,416.5378198623657,551.0,4.685416274516594e-05,1.1910804945767255e-07,0.0014818464708403816,1.107092854206937e-07
1701893380.4429836,424.5846140384674,552.0,4.694146573873899e-05,7.55464001911901e-08,0.001481771469116211,0.0
1701893388.4911647,432.6327950954437,553.0,4.679578608831777e-05,1.0654754816312912e-07,0.001481771469116211,0.0
1701893396.5383246,440.67995500564575,554.0,4.693785484543693e-05,7.975071590866957e-08,0.001481771469116211,0.0
1701893404.583974,448.7256042957306,555.0,4.696846008300781e-05,0.0,0.001481769203856552,2.3128955615288446e-08
1701893412.6323721,456.77400255203247,556.0,4.6857941169557405e-05,1.1889210267480365e-07,0.001481771469116211,0.0
1701893420.6793642,464.8209946155548,557.0,4.68916300262427e-05,1.1142196975327632e-07,0.0014817937441695237,6.938738040990348e-08
1701893428.7315018,472.8731322288513,558.0,4.696846008300781e-05,0.0,0.0014819964849089973,5.491665128428651e-08
1701893436.7797928,480.9214231967926,559.0,4.695958781601037e-05,4.5128662391728854e-08,0.0014820098876953125,0.0
1701893444.8293583,488.97098875045776,560.0,4.6948450289354e-05,6.610835596949415e-08,0.001481771469116211,0.0
1701893452.8794801,497.02111053466797,561.0,4.699243408106474e-05,7.170142236582592e-08,0.001481800162405224,7.757388969137128e-08
1701893460.9294472,505.07107758522034,562.0,4.696846008300781e-05,0.0,0.001481771469116211,0.0
1701893468.9759562,513.1175866127014,563.0,4.6908194213963913e-05,1.0361721813555246e-07,0.001481771469116211,0.0
1701893477.0234814,521.1651117801666,564.0,4.682684587543678e-05,1.1708490237305527e-07,0.0014817826243074615,5.035043749297817e-08
1701893485.0678236,529.2094540596008,565.0,4.696846008300781e-05,0.0,0.0014818090346722214,8.686285448221824e-08
1701893493.1168911,537.2585215568542,566.0,4.6871431460950645e-05,1.1712759156039951e-07,0.001481771469116211,0.0
1701893501.165208,545.3068385124207,567.0,4.691352753627895e-05,1.0039599119191492e-07,0.0014818713293128418,1.1762851405325468e-07
1701893509.2153773,553.3570077419281,568.0,4.696846008300781e-05,0.0,0.001481771469116211,0.0
1701893517.2651901,561.4068205356598,569.0,4.682336858637548e-05,1.1636565675400044e-07,0.001481771469116211,0.0
1701893525.31803,569.4596605300903,570.0,4.695957374421497e-05,4.5163051837351055e-08,0.001481771469116211,0.0
1701893533.3641841,577.5058145523071,571.0,4.686417556980333e-05,1.18271322670439e-07,0.001481771469116211,0.0
1701893541.4108074,585.5524377822876,572.0,4.683141187364302e-05,1.1786699137193263e-07,0.0014817882697920146,6.101909984257066e-08
1701893549.4619968,593.603627204895,573.0,4.693504750303871e-05,8.276339372064858e-08,0.001481811866246795,8.943991454722311e-08
1701893557.5124974,601.6541278362274,574.0,4.6936746447782904e-05,8.096520974646958e-08,0.001481883977012604,1.1902077988716371e-07
1701893565.560971,609.7026014328003,575.0,4.696846008300781e-05,0.0,0.0014818080908140302,8.596594911467364e-08
1701893573.610347,617.7519774436951,576.0,4.696846008300781e-05,0.0,0.001481771469116211,0.0
1701893581.656384,625.7980144023895,577.0,4.696694990990187e-05,1.8914880472993206e-08,0.001481771469116211,0.0
1701893589.705878,633.847508430481,578.0,4.675873479291927e-05,1.6673612263682019e-07,0.0014817693926281903,2.215313794728881e-08
1701893597.755042,641.8966724872589,579.0,4.690139305005927e-05,1.0720093185988545e-07,0.001481771469116211,0.0
1701893605.8029108,649.9445412158966,580.0,4.6681904736154155e-05,1.4318250987142367e-07,0.0014818209272854307,9.667282931504175e-08
1701893613.851473,657.9931035041809,581.0,4.691352753627895e-05,1.0039599119191492e-07,0.0014818067694125625,8.467665307209133e-08
1701893621.9013836,666.04301404953,582.0,4.696846008300781e-05,0.0,0.0014817795862966554,4.3236535586396356e-08
1701893629.950226,674.0918564796448,583.0,4.684991149419088e-05,1.1920745861623882e-07,0.001481771469116211,0.0
1701893638.0003722,682.14200258255,584.0,4.692711909423248e-05,9.026285199098193e-08,0.001481771469116211,0.0
1701893646.052171,690.1938014030457,585.0,4.6957133784713205e-05,5.071602224961167e-08,0.001481945139023395,1.06041953217613e-07
